0,000	-0,038
0,099	-0,047
0,199	-0,087
0,299	-0,003
0,399	-0,042
0,500	-0,093
0,600	-0,038
0,700	-0,008
0,800	-0,094
0,900	-0,026
1,000	-0,018
1,100	-0,074
1,200	-0,062
1,299	-0,052
1,399	-0,019
1,499	-0,063
1,599	-0,036
1,700	-0,049
1,800	-0,045
1,900	-0,012
2,000	-0,001
2,100	0,024
2,200	-0,074
2,300	0,004
2,400	-0,053
2,499	-0,065
2,599	-0,042
2,699	-0,045
2,799	-0,092
2,900	-0,109
3,000	-0,100
3,100	0,024
3,200	-0,040
3,300	-0,075
3,400	-0,095
3,500	-0,038
3,600	-0,044
3,699	0,019
3,799	0,015
3,899	0,011
3,999	-0,060
4,100	-0,019
4,200	-0,029
4,300	-0,058
4,400	-0,031
4,500	-0,061
4,600	-0,018
4,700	-0,004
4,800	-0,036
4,899	0,007
4,999	-0,078
5,099	-0,029
5,199	-0,055
5,299	-0,037
5,400	-0,007
5,500	-0,034
5,600	0,010
5,700	-0,072
5,800	-0,030
5,900	-0,034
6,000	-0,093
6,099	-0,083
6,199	-0,072
6,299	-0,083
6,399	-0,021
6,499	-0,089
6,600	-0,069
6,700	-0,087
6,800	-0,050
6,900	-0,040
7,000	-0,041
7,100	-0,042
7,200	-0,025
7,300	-0,025
7,399	0,010
7,499	-0,091
7,599	-0,051
7,699	-0,029
7,800	-0,063
7,900	-0,058
8,000	-0,039
8,100	-0,001
8,200	-0,040
8,300	-0,045
8,400	-0,073
8,500	-0,031
8,599	-0,067
8,699	-0,013
8,799	-0,034
8,899	-0,047
9,000	-0,034
9,100	-0,064
9,200	-0,028
9,300	-0,063
9,400	-0,052
9,500	-0,015
9,600	-0,052
9,700	0,006
9,799	-0,006
9,899	-0,036
9,999	-0,083
10,099	0,010
10,200	-0,003
10,300	-0,050
10,400	-0,076
10,500	-0,086
10,600	-0,087
10,700	-0,082
10,800	-0,032
10,900	-0,021
10,999	-0,030
11,099	-0,064
11,199	-0,135
11,299	-0,100
11,400	-0,094
11,500	-0,089
11,600	-0,081
11,700	-0,082
11,800	-0,069
11,900	-0,065
12,000	-0,021
12,100	-0,012
12,199	-0,004
12,299	-0,010
12,399	-0,089
12,499	-0,109
12,600	-0,068
12,700	-0,113
12,800	-0,044
12,900	-0,090
13,000	-0,062
13,100	-0,043
13,200	-0,114
13,300	-0,067
13,399	-0,074
13,499	-0,057
13,599	-0,052
13,699	-0,000
13,800	-0,079
13,900	-0,064
14,000	-0,009
14,100	-0,078
14,200	-0,071
14,300	-0,027
14,400	-0,060
14,500	-0,074
14,599	-0,064
14,699	-0,074
14,799	-0,077
14,899	-0,039
15,000	-0,026
15,100	-0,006
15,200	-0,008
15,300	0,021
15,400	-0,005
15,500	-0,002
15,600	-0,003
15,700	-0,071
15,799	-0,024
15,899	-0,035
15,999	-0,052
16,099	-0,016
16,200	-0,032
16,300	-0,036
16,400	0,048
16,500	0,038
16,600	0,035
16,700	-0,019
16,800	0,014
16,900	0,008
16,999	0,059
17,099	0,034
17,199	0,019
17,299	0,055
17,400	0,024
17,500	-0,036
17,600	-0,050
17,700	-0,052
17,800	-0,041
17,900	-0,143
18,000	-0,127
18,100	-0,220
18,199	-0,213
18,299	-0,324
18,399	-0,375
18,499	-0,390
18,600	-0,434
18,700	-0,478
18,800	-0,536
18,900	-0,551
19,000	-0,532
19,100	-0,560
19,200	-0,558
19,300	-0,413
19,399	-0,377
19,499	-0,319
19,599	-0,242
19,699	-0,039
19,800	0,093
19,900	0,211
20,000	0,288
20,100	0,416
20,200	0,475
20,300	0,519
20,400	0,558
20,500	0,644
20,599	0,566
20,699	0,568
20,799	0,513
20,899	0,454
21,000	0,422
21,100	0,294
21,200	0,173
21,300	0,094
21,400	0,036
21,500	0,004
21,600	0,018
21,700	-0,075
21,799	-0,092
21,899	-0,033
21,999	-0,067
22,099	-0,006
22,200	-0,044
22,300	0,038
22,400	0,048
22,500	-0,006
22,600	0,011
22,700	0,011
22,800	0,058
22,900	0,072
22,999	0,075
23,099	0,013
23,199	-0,013
23,299	0,003
23,400	0,034
23,500	-0,029
23,600	0,009
23,700	0,022
23,800	-0,016
23,900	-0,011
24,000	-0,003
24,100	-0,027
24,199	-0,006
24,299	-0,101
24,399	-0,036
24,499	-0,115
24,600	-0,072
24,700	-0,091
24,800	-0,165
24,900	-0,173
25,000	-0,176
25,100	-0,161
25,200	-0,160
25,300	-0,151
25,399	-0,164
25,499	-0,133
25,599	-0,098
25,699	-0,118
25,800	-0,074
25,900	-0,131
26,000	-0,057
26,100	-0,068
26,200	-0,056
26,300	-0,056
26,400	-0,061
26,500	-0,110
26,599	-0,104
26,699	-0,101
26,799	-0,114
26,899	-0,141
27,000	-0,219
27,100	-0,169
27,200	-0,304
27,300	-0,295
27,400	-0,270
27,500	-0,247
27,600	-0,262
27,700	-0,287
27,799	-0,308
27,899	-0,275
27,999	-0,260
28,099	-0,229
28,200	-0,236
28,300	-0,201
28,400	-0,224
28,500	-0,131
28,600	-0,204
28,700	-0,124
28,800	-0,118
28,900	-0,084
28,999	-0,167
29,099	-0,151
29,199	-0,114
29,299	-0,091
29,400	-0,062
29,500	-0,044
29,600	-0,109
29,700	-0,121
29,800	-0,131
29,900	-0,125
30,000	-0,075
30,100	-0,043
30,199	-0,089
30,299	-0,049
30,399	-0,082
30,499	-0,084
30,600	-0,072
30,700	-0,082
30,800	-0,114
30,900	-0,033
31,000	-0,112
31,100	-0,110
31,200	-0,038
31,300	-0,045
31,399	0,059
31,499	0,039
31,599	0,016
31,699	0,028
31,799	0,083
31,900	0,088
32,000	0,134
32,100	0,106
32,200	0,089
32,300	0,102
32,400	0,025
32,500	0,097
32,599	0,073
32,699	0,046
32,799	0,061
32,899	0,075
32,999	0,028
33,100	0,051
33,200	0,019
33,300	0,039
33,400	0,054
33,500	0,006
33,600	0,077
33,700	0,083
33,800	0,080
33,899	0,055
33,999	0,050
34,099	0,058
34,199	0,106
34,300	0,127
34,400	0,113
34,500	0,103
34,600	0,101
34,700	0,130
34,800	0,086
34,900	0,072
35,000	0,055
35,099	0,068
35,199	0,058
35,299	0,032
35,399	0,072
35,500	0,021
35,600	0,068
35,700	-0,001
35,800	0,015
35,900	0,008
36,000	-0,027
36,100	-0,040
36,200	-0,057
36,299	-0,088
36,399	-0,034
36,499	-0,017
36,599	-0,087
36,700	-0,064
36,800	-0,026
36,900	-0,049
37,000	-0,015
37,100	-0,041
37,200	-0,058
37,300	-0,058
37,400	0,008
37,499	-0,041
37,599	-0,007
37,699	0,019
37,799	-0,063
37,900	-0,062
38,000	-0,012
38,100	-0,023
38,200	-0,022
38,300	-0,014
38,400	-0,120
38,500	-0,071
38,600	-0,076
38,699	-0,079
38,799	-0,060
38,899	-0,030
38,999	-0,015
39,100	-0,092
39,200	-0,070
39,300	-0,109
39,400	-0,083
39,500	-0,120
39,600	-0,052
39,700	-0,095
39,800	-0,060
39,899	-0,080
39,999	-0,074
40,099	-0,064
40,199	-0,040
40,300	-0,108
40,400	-0,085
